"id","sighted_at","reported_at","location","shape","duration","description","latitude","longitude","case_number"
"90571","2018-03-04 22:15:00","2018-03-05 02:23:59","Tekonsha (United States)","Triangle","00:20:00","He and my girlfriend was driving from tekonsha michigan to girard michigan when we noticed bright lights east of us we turned on harrisville road and drove to them one of the objects disappeared you stopped and watch the other one and it flashed lights once and disappeared have no idea where it went sky was dark the object was dark we turned left after that it scared my girlfriend and she wanted to leave so we headed back home and didn't see anything more","42.0801462","-84.9879812","US-03052018-0003"
"90550","2015-05-31 02:00:00","2018-03-04 08:44:08","Cartersville (United States)","Sphere","00:00:10","I was riding on the back of our moped, my boyfriend at the time was driving. we were nearing our house which was located near a place that sold livestock and also near a place that held horse events like rodeos maybe? very few street lamps in the area. i was looking off to my left and three absolutely massive yellowish orange circles appeared in the sky. i thought i could have touched them had i climbed a tree. they were in a triangle but not connected by anything. one on top and two side by side below it. they seemed to be separated by only yards, they were so close together and moving at exactly the same speed. they were so fast and so low to the ground i was in awe, i wasn’t scared i was extremely curious i didn’t want to stop looking. captivated would be a very good word. we turned the corner into our neighborhood and at that time a few very tall pine trees obstructed my view for only a second but i caught myself leaning forward trying to set my eyes on this thing whatever it was. but the second it took to take that turn, the giant circles were gone. it was like they never existed to begin with. my eyes were searching and searching i was so confused i felt anxiety and my heart began to race. i tried to imagine what it could have been to make sense of it and the most sensible thing i could fathom was that a space shuttle just flew by and i only saw the tail end of it. but that didn’t make any sense at all, there were no flames or trails. i can’t make sense of what i saw but i know i will never forget it.","34.1719272","-84.7901882","US-03042018-0007"
"90540","2018-03-03 18:35:00","2018-03-03 19:54:50","Birmingham (United States)","Triangle","00:02:00","Walking down 13th street son the uab campus, i observed a white triangular craft moving at a strange pace at high altitude. i watched it head west, then abruptly south west. i watched u til it was out of vision.","33.4994531","-86.8083466","US-03032018-0015"
"90500","2018-03-02 06:25:00","2018-03-01 18:46:35","Dasmariñas (Philippines)","Triangle","00:03:00","I was walking along the highway when i noticed something in the sky. there were a couple of dim lights on that flying thing in v-shape. at first, i thought it was just an airplane but airplanes do not have that kind of shape. i also thought it was just birds in formation, but it was still too dark for birds to fly. it flew right above me. it was huge so it seemed like it is flying low. it moved quietly- no sound at all. and when it went passed the trees, it's gone. i was out of words. i jogged so i could check the sky but it wasn't there anymore. i was really in shock and i felt weird. itold my boyfriend about it but inwas really disturbed and  was so speechless. i just kept on scanning the sky.","14.339389241079333","120.98402190336299","PH-03012018-0013"
"90499","2018-03-02 06:25:00","2018-03-01 18:43:57","Dasmariñas (Philippines)","Triangle","00:03:00","I was walking along the highway when i noticed something in the sky. there were a couple of dim lights on that flying thing in v-shape. at first, i thought it was just an airplane but airplanes do not have that kind of shape. i also thought it was just birds in formation, but it was still too dark for birds to fly. it flew right above me. it was huge so it seemed like it is flying low. it moved quietly- no sound at all. and when it went passed the trees, it's gone. i was out of words. i jogged so i could check the sky but it wasn't there anymore. i was really in shock and i felt weird. itold my boyfriend about it but inwas really disturbed and  was so speechless. i just kept on scanning the sky.","14.32698054481711","120.96460655163013","PH-03012018-0012"
"90181","2018-02-08 21:35:00","2018-02-11 11:01:43","Mena (United States)","Triangle","00:00:05","On the night of february 8, 2018, i was with a group of 3 other people outdoors on the grounds of the board camp crystal mine in the community of board camp, near mena, arkansas. the group and i were investigating anomalies that have been occurring regularly at the site for nearly one year. this is the same site investigated by mufon nearly one year ago and featured in the october 2017 issue of the mufon journal. one person in the group was training us on how to use specialty equipment in our investigation, such as a night vision scope and radiation detection device.  at approximately 8:30 pm, i received a cell phone call from a friend who said, “quick run outside. we are following a triangular ship from ink and it’s heading your way.” the community of ink is located north of where i was located in the community of board camp, so we expected to see the object coming toward us from the north. although i could not see the actual object itself, i could see the effect of the object as it approached and flew over. the night sky was clear and full of stars, so i could see that a portion of the sky and stars was blacked out as it flew over. it did not fly directly over my head but was more east of me. i did not see any lights on the object, only the black out and reappearance of the stars as it flew over.  from the first time i began seeing the stars black out and reappear, the flyover lasted approximately 4-6 seconds and the object was approximately 1000 feet in elevation.  the group i was with had heard dogs and coyotes barking earlier, but all sound stopped during the flyover. it was very quiet. i saw it pass over and the estimated size was probably 150-200 feet long.  i was facing east and it was moving south.  after it passed over, i caught the quick glimpse of stars blinking out and coming back to my right, which led me to believe the anomaly changed course from south to a southwest direction. after i received the phone call from my friend who first saw the anomaly in ink, the people in my group and i were excited and immediately started scanning the skies. i also quickly texted another friend of mine who lives between ink and board camp and told him to go outside to watch. before the flyover, i had a radiation detection device in my pocket. it was set to the highest setting and was picking up normal background radiation indicated by an occasional beep sound emitted from the device. i noticed the flyover approximately 5 minutes after my friend called to notify me to look for it.  during the flyover, the radiation detector in my pocket went off making a constant beeping noise, and the other 3 people in my group heard it, and were amazed and said, ”it must right overhead!""  after about 6 seconds, the detector went back to normal. after the object flew over, it disappeared past the horizon. immediately after the flyover at approximately 8:40 pm, i called my wife who was inside the house on the same property, and told her to call a friend of ours who lives southwest of us around the cove and hatfield communities located south of the city of mena, to see if she could see it, after we determined it was possibly heading in her direction. later, when my wife and i talked to our 2 friends who we had notified to watch, both confirmed they saw something in the night sky, either the blacking out and reappearing of stars, or they saw 3 yellow lights.  my background is i am a us army veteran, formerly worked as an investigator for the department of homeland security, am a volunteer trained firefighter and certified instructor for dept. of labor.","34.53025900986806","-94.09602890404132","US-02112018-0008"
"90133","2018-02-08 21:30:00","2018-02-09 00:48:11","Mena (United States)","Triangle","00:10:00","1. where were you and what were you doing at the time? i was driving on polk road 74, near mena, arkansas, at the ouachita river bridge about 8:30 pm, on february 8, 2018, when i sited a large triangular object in the sky at about 1000 feet with 3 yellow lights at each point, about 100 feet wide and 150 feet long. 2. what made you first notice the object? i just noticed a bright yellow colored light that i had never seen before in the sky. 3. what did you think the object was when you first noticed it? i thought the object was a large triangular aircraft, or maybe 3 planes flying in formation, but then i noticed that all 3 lights stayed together when the object moved, and that's when i started to think if was a ufo. 4. describe the object and its actions and motions in detail. all i could see was 3 yellow bright lights formed as the points of a triangle. i did not see a craft, but it was the 3 lights that appeared to be on the points of a black object.  the object moved extremely fast, best way to describe it is when you're following an airplane, and it disappears behind a cloud, you expect to see the airplane again at an expected location when it reappears from behind a cloud, but this object did not act that way.  the object seemed to move more side to side instead of a straight line.  i saw it appear 3 times.  it appeared, then disappeared, and unlike the airplane, it reappeared where i did not expect to see it. it was like it was moving in 2 directions at once.  it was flying more of a southwesterly direction from my location. 5. describe your feelings, reactions and actions, during and after sighting the object. a felt a state of awe. i was driving and tried to follow it.  the object seemed to be heading in a southerly direction toward a small community called board camp or nunley where there have been other recent sightings.  i called a friend, orville murphy, who lives there to see if he could see the object.  he told me later that he did and would report it. 6. how did you lose sight of the object? the object just disappeared while i was trying to keep up with it during driving. i drove 5 to 7 miles trying to follow it before i lost sight of it.","34.602307","-94.169467","US-02082018-0022"
"90075","2018-02-06 20:30:00","2018-02-07 00:06:19","Denver (United States)","Other","00:04:00","It was 7:30 mt and i just headed out to walk my dog. looking south, facing denver's city park golf course, i thought i saw the light of the moon behind clouds, but noted it's not where the moon would usually be at that time.  since it wasn't the moon, i kept staring at it, trying to figure out what it was. the object didn't have distinct edges at first, and appeared vapor-like, and cigar shaped.  it was very clear out and i could see many stars to the east, and everywhere around the object was clear, so the cloudy look of it didn't make sense.  i kept my eye on the object as i walked east to see if it moved, and it first it didn't seem like it moved, then i stood still and watched it move behind a tree, then it took the shape of a triangle pointing like this < and two tails came out the ends that faced west.  i watched it, as cars passed me by on the street.  i was very curious what it was.  i walked 50 ft to the intersection and by the time i got there (still keeping my eye on it) it was gone.  it was a glowy white/pale yellow color, and the whole thing had soft edges.  it seemed to be as far away as the moon would be.","39.74777580000001","-104.984961","US-02062018-0032"
"90073","2018-02-06 20:30:00","2018-02-06 23:51:08","Westcliffe (United States)","Triangle","00:10:00","My neighbor called to let us know there was something large and bright hovering over the mountain range by our home.  at first, it was stationary, and we believed it was a large dust cloud in space.  i went inside, and my dad called me back to say it was moving.  it was moving very gradually at this time.  i went back outside to see it had moved a great deal from when i had last seen it.  my dad went back in the house to get his camera, and suddenly, it moved very quickly, directly east, and left an illuminated, massive, triangular cloud/plume.  my dad photographed it in flight, and when zoomed in, it appears to be a huge arc with three distinct lights.","38.038233012662616","-105.3386698939404","US-02062018-0030"
"90066","2018-02-06 08:35:00","2018-02-06 23:17:23","Chandler (United States)","Sphere","00:03:00","In my back yard hanging clothes about 735 pm. bright round obeject emitting a triangular shaped misty white emmison from behind it. beautiful. thught it may be a meteor but was moving slowley and bright light stayed the same brightness and moving in a straight line for about 3 min. ran inside to tell husband and grab camera but was gone when i returned.","33.34526744466507","-111.85005664372017","US-02062018-0023"
"90795","1998-09-04 22:00:00","2018-03-16 02:12:20","Tickfaw (United States)","Teardrop","00:00:03","This is voice to text, so there may be some errors that i do not find. on september 4th of 1998 a friend and i were walking and talking in the yard. while outside i started looking straight up at the bright night sky. i made a comment that walking while looking straight up was very difficult, he laughed and i kept doing it while the conversation continued. eventually he said let's try to run while looking straight up. so we were both running in the field looking straight up at the sky telling of how our balance was failing us. at that time two objects came from different directions, 1 east and 1 west. they were almost triangular-shaped from what i could tell, at what distance i can't say. they left a white looking streak that disappeared pretty quick it look like they were going to collide. before collision they both made a 90-degree turn and, in unison, both went south. the flight paths seemed to be straight lines and 90° turns. whatever they were both looked to be pointed and were slightly wider than their trail was. the turns were made at the exact same time. the paths went from horizon to horizon. i cannot calculate elevation or distance covered.","30.563380387891335","-90.51408847061698","US-03162018-0003"
"90765","1980-07-31 02:00:00","2018-03-14 19:31:28","Stettler (Canada)","Circle","00:00:15","I have decided to share with mufon an experience i had many years ago.  i have not been ashamed or afraid to share this story, and have in fact spoken of it with many family members and friends over the years.  now that i frequently watch hangar 1, i wish to share it with you.  i realize that there is likely no where to go as far as an investigative effort into this incident due to the lapse of time and with no proof other than my story. one summer night in the early 1980s, i was returning to my home in the small central alberta town where i then lived.  it was near midnight.  before i entered my house, i paused on the doorstep and looked straight up into the clear moonless sky. in awe of the brilliant stars i could see, within a few seconds i noticed three lights moving in triangular formation coming from the north at what i felt was a rate of speed comparable to satellites.  interestingly enough, there is a segment in the opening credits of each hangar 1 episode where three lights cross the sky that remind me of what i saw.  ""my lights"", however, were hardly more than pinpricks in the inky black sky.  they appeared to be flying at an extremely high altitude also not unlike satellites.  believing it was a satellite or a trio of satellites, i was not particularly affected by what i saw.  i refer to a ""trio of satellites"" as there was no obvious evidence of the lights being separate crafts or all part of one vehicle. when the lights were almost directly above me, the display upped its ante.  without altering formation, all three lights came to an abrupt halt.  there was no period of slowing down; the forward progress of the -- whatever they were -- stopped on the proverbial dime.  the lights remained stationary for a short time, probably less than five seconds.  then at a much higher rate of speed than they were travelling previously, perhaps as much as ten times faster, the lights moved and disappeared from view.  again there was no period of acceleration:  0 to 100, as it were, in less than a second.  however, they did not travel together in a triangle as they had done when i first saw them.  two of the lights raced off side by side in the same southerly direction.  the third went alone in an easterly direction.  all three were gone from my sight in an unbelievably brief time frame. it was only when the lights hovered and then raced away so quickly that i started thinking i was seeing ufos.  at no time, then or since, have i felt threatened or targeted.  this lack of fear was probably because of what i perceived to be such a great distance between them and me.  i did not suffer any trauma, illness, or disadvantageous long-term effects. to the best of my memory, i have always believed that we are not alone in this enormous universe.  following that incident about four decades ago, i am more convinced of this.  after this sighting, i entered my home and prepared for bed, devoid of any unease.  to be sure, i reflected on what i had just witnessed.  then and since.  i do not feel as though my life has been affected adversely by the events of that night so long ago.  nor do i feel that my life would be disturbed if i were to see the same thing tonight.","52.32931456094333","-112.71275550081097","CA-03142018-0008"
"90710","2018-03-10 01:00:00","2018-03-11 22:15:41","Manchester (United States)","Triangle","00:03:00","This sighting occurred from around 11:57 to 12 midnight i was sitting inside my house by my deck door. i noticed a light in the corner of my eye coming from outside through the trees. i saw a flying object casting a bright light with smaller blinking lights around it. i thought it was just a plane, but as it approached i knew if it was indeed a plane, it definitely wasn't an ordinary one. as it got closer i was expecting to hear the sound of a regular plane engine and all that, but i wasn't hearing anything. i decided to take a step outside on my deck to get a better view and listen closely. i still couldn't hear much. i didn't notice any noise until it was about 75-90 degrees over my head. it gave off a quiet hum/buzz that sounded like a plane engine, but it was extremely quiet and smooth. it continued flying in a straight line, coming from the nw and continuing se, and as it was directly over me (a couple hundred feet at the most) i noticed two white lights to either side of it that weren't blinking, one red light on its front, and one white light on its back/bottom, and both the red and white light were alternating blinks. i could see the outline of it, and it was definitely a triangular shape. after researching a little the only thing i found is a tr-3b or a b-2. it's just very unusual timing, and we've never had anything like this fly over before. we've actually seen some larger fighter jets fly over during the day once or twice, but nothing like this. and i'm not too sure of this but having it coming from the nw where i am located just seems different.   ","39.6632758124382","-76.84206328432215","US-03112018-0021"
"90621","2017-09-20 18:20:00","2018-03-07 08:44:07","Coimbra (Portugal)","Triangle","00:00:51","While filming the clouds as usual i detected that a black triangular object hovered and moments later disappeared.Was filmed in september 2017.","40.2259714","-8.3970618","PT-03072018-0005"
"90616","1986-07-07 02:00:00","2018-03-07 00:20:37","Holbrook (United States)","Triangle","00:01:00","I was with my dad driving from flagstaff toward gallup. my husband, mother and 4 children were in another car somewhere behind us. unfortunately i can’t ask mom or dad or my husband about this as they have all since passed away. however, at the time of the event, i noticed a huge black triangular aircraft approaching us from the south. i flew very low, as if it were an airplane nearing a runway, but when it passed over us, there was absolutely no sound. i asked dad (a very intelligent well read professional man) and he said it was a new stealth bomber i let it go at that. i don’t remember talking about it to my husband since it was “just an airplane”. after watching an episode of your show which included black triangular craft, i was immediately reminded of my experience so i looked up the stealth bomber and was very much surprised to see that it’s first flight was april 1989, three years later! i am now just confused. was it possible that the stealth flew before april 1989? i am positive about the date as it was my daughter’s 11th birthday.","34.9022766","-110.1584307","US-03062018-0022"
